"Estado_civil","Modo_aplicacion","Orden_aplicacion","Curso","Asistencia_nocturna","Cualificacion_previa","Nacionalidad","Cualificacion_madre","Cualificacion_padre","Ocupacion_madre","Ocupacion_padre","Desplazado","Necesidades_educativas_especiales","Deudor","Cuotas_al_dia","Genero","Becado","Edad_al_ingreso","Internacional","Creditos_1er_sem","Inscrito_1er_sem","Evaluaciones_1er_sem","Aprobado_1er_sem","Nota_1er_sem","Sin_evaluacion_1er_sem","Creditos_2do_sem","Inscrito_2do_sem","Evaluaciones_2do_sem","Aprobado_2do_sem","Nota_2do_sem","Sin_evaluacion_2do_sem","Tasa_desempleo","Tasa_inflacion","PIB","Resultado"
"Soltero","1ra fase - contingente general",2,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Superior - Licenciatura","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","Sí","No","Masculino","Sí",18,"No",0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Desertor"
"Soltero","2da fase - contingente general",2,"Gestión","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","No",20,"No",0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,"Matriculado"
"Casado","Ordenanza No. 612/93",1,"Gestión","Sí","Educación superior - licenciatura","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","No","Masculino","No",57,"No",12,15,17,12,11.75,0,9,14,16,9,12.2222222222222,0,9.4,-0.8,-3.12,"Desertor"
"Unión libre","Mayores de 23 años",1,"Educación Básica","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Técnicos y Profesiones de Nivel Intermedio","No","No","Sí","Sí","Femenimo","No",33,"No",0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,"Desertor"
"Soltero","2da fase - contingente general",2,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",19,"No",0,7,7,7,11.9714285714286,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,"Graduado"
"Soltero","3ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","Sí",18,"No",0,6,6,1,11,0,0,6,0,0,0,0,8.9,1.4,3.51,"Desertor"
"Soltero","2da fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","No","Masculino","No",18,"No",0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Desertor"
"Soltero","1ra fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",19,"No",0,6,7,6,13.5,0,0,6,7,6,14.4285714285714,0,16.2,0.3,-0.92,"Graduado"
"Casado","Mayores de 23 años",2,"Gestión","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores Calificados en Industria, Construcción y Artesanos","No","No","No","Sí","Masculino","No",43,"No",0,5,14,0,0,1,0,5,5,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","1ra fase - contingente general",1,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",20,"No",0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,"Matriculado"
"Soltero","2da fase - contingente general",5,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Otro - 11º Año","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",20,"No",0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Casado","Titulares de otros cursos superiores",1,"Enfermería","Sí","Educación superior - grado","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",32,"No",0,7,9,7,13.7611111111111,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06,"Matriculado"
"Divorciado","Mayores de 23 años",2,"Higiene Oral","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","Sí","Femenimo","Sí",37,"No",0,7,10,7,10.9857142857143,0,0,8,11,8,12.3,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Masculino","No",18,"No",0,5,6,4,11.75,0,0,5,10,5,12.5714285714286,1,10.8,1.4,1.74,"Graduado"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",35,"No",0,6,7,6,12.5,0,0,6,6,6,12.1666666666667,0,15.5,2.8,-4.06,"Graduado"
"Soltero","Titulares de otros cursos superiores",1,"Diseño de Comunicación","Sí","Educación superior - grado (1er ciclo)","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",21,"No",9,13,14,13,13.6153846153846,1,6,12,12,12,14.25,0,13.9,-0.3,0.79,"Graduado"
"Soltero","Mayores de 23 años",2,"Gestión","Sí","Educación básica 2º ciclo (6º/7º/8º año) o equiv.","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","No","Masculino","No",26,"No",0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Desertor"
"Soltero","Mayores de 23 años",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",25,"No",0,5,11,3,10.6666666666667,0,0,5,11,3,11.3333333333333,0,15.5,2.8,-4.06,"Matriculado"
"Soltero","Titulares de otros cursos superiores",1,"Gestión","Sí","Educación superior - grado","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Femenimo","No",21,"No",4,9,9,9,10.8888888888889,0,3,10,18,10,11.6153846153846,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Profesiones de las Fuerzas Armadas","Sí","No","Sí","Sí","Femenimo","No",19,"No",0,7,0,0,0,0,0,8,0,0,0,0,11.1,0.6,2.02,"Desertor"
"Soltero","Cambio de curso",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",19,"No",0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Desertor"
"Soltero","Mayores de 23 años",1,"Agronomía","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","No","No","Sí","Sí","Masculino","No",24,"No",0,6,10,6,14.8888888888889,0,0,6,11,6,13.7272727272727,0,16.2,0.3,-0.92,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",19,"No",6,12,13,12,12.3333333333333,0,4,11,12,10,12.7272727272727,0,8.9,1.4,3.51,"Desertor"
"Soltero","3ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","No",19,"No",0,6,6,6,13.8333333333333,0,0,6,6,6,14.5,0,8.9,1.4,3.51,"Graduado"
"Soltero","2da fase - contingente general",2,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,6,6,11.6666666666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,7,10,6,12.3571428571429,0,0,8,9,7,13,0,13.9,-0.3,0.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Trabajadores Calificados en Industria, Construcción y Artesanos","No","No","No","Sí","Femenimo","Sí",18,"No",0,6,7,6,13.4285714285714,0,0,6,10,6,13.5,0,13.9,-0.3,0.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",20,"No",0,5,10,4,12.5,0,0,5,12,2,13,0,12.7,3.7,-1.7,"Matriculado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Equinocultura","Sí","Curso de especialización tecnológica","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","Sí","No","Femenimo","No",19,"No",2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79,"Desertor"
"Soltero","2da fase - contingente general",4,"Educación Básica","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,6,8,5,13.4,0,0,6,9,5,13.6666666666667,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",6,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",20,"No",0,6,16,3,10.3333333333333,0,0,6,16,1,11,0,10.8,1.4,1.74,"Desertor"
"Soltero","Mayores de 23 años",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Desconocido","Técnicos y Profesiones de Nivel Intermedio","Estudiante","No","No","Sí","No","Masculino","No",29,"No",0,5,11,0,0,4,0,5,6,0,0,1,9.4,-0.8,-3.12,"Desertor"
"Soltero","3ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Personal Administrativo","No","No","No","Sí","Femenimo","Sí",20,"No",0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,"Matriculado"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","No","Masculino","No",35,"No",0,6,6,6,14,0,0,6,6,6,14.1666666666667,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",4,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","No",19,"No",0,7,12,4,12.85,0,0,7,7,7,12.6214285714286,0,11.1,0.6,2.02,"Matriculado"
"Soltero","1ra fase - contingente general",2,"Gestión","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Personal Administrativo","Sí","No","No","Sí","Femenimo","No",21,"No",0,5,9,3,11.6666666666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Agronomía","Sí","Curso de especialización tecnológica","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Masculino","No",19,"No",0,6,8,6,12.1428571428571,0,0,6,11,5,13.6,0,12.4,0.5,1.79,"Graduado"
"Casado","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",18,"No",0,7,7,6,13.6833333333333,0,0,7,7,6,13.6833333333333,0,7.6,2.6,0.32,"Graduado"
"Soltero","Cambio de curso",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",19,"No",0,8,12,7,12.0714285714286,0,0,8,12,7,12.0714285714286,0,12.7,3.7,-1.7,"Graduado"
"Soltero","1ra fase - contingente general",2,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",18,"No",0,5,10,5,14.3333333333333,2,0,5,8,5,13,1,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",19,"No",0,6,6,6,12.1666666666667,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,"Matriculado"
"Soltero","2da fase - contingente general",2,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Licenciatura","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Masculino","No",21,"No",0,5,10,5,11.1666666666667,0,0,5,10,3,10.8,0,12.4,0.5,1.79,"Matriculado"
"Casado","Mayores de 23 años",1,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","Sí","Femenimo","No",31,"No",0,7,21,5,10.9,3,0,8,21,3,11.7,1,12.7,3.7,-1.7,"Desertor"
"Soltero","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Personal Administrativo","Sí","No","No","Sí","Femenimo","No",24,"No",0,6,8,5,11.4,0,0,6,8,5,11.8,0,15.5,2.8,-4.06,"Desertor"
"Soltero","Transferencia",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",23,"No",0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Enfermería Veterinaria","Sí","Curso de especialización tecnológica","Portugués","Educación Superior - Grado","Educación Superior - Grado","Personal Administrativo","Especialistas en Actividades Intelectuales y Científicas","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,8,4,14.4,0,0,6,6,5,13,0,13.9,-0.3,0.79,"Graduado"
"Soltero","Cambio de curso",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","No",31,"No",1,5,6,5,13.8333333333333,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","2da fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Femenimo","No",20,"No",0,6,8,5,11.2,0,0,6,12,3,11.6666666666667,0,7.6,2.6,0.32,"Desertor"
"Soltero","Mayores de 23 años",1,"Enfermería","Sí","Educación superior - grado (1er ciclo)","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Personal Administrativo","Sí","No","No","Sí","Femenimo","No",27,"No",1,7,7,7,14.7571428571429,0,1,8,9,8,14.0777777777778,0,16.2,0.3,-0.92,"Graduado"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",19,"No",0,6,6,6,12,0,0,6,7,4,12.75,0,12.4,0.5,1.79,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","Sí",21,"No",0,8,8,7,13.5142857142857,0,0,8,8,7,13.5142857142857,0,12.7,3.7,-1.7,"Graduado"
"Soltero","1ra fase - contingente general",5,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Máster","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,"Matriculado"
"Soltero","1ra fase - contingente general",4,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,14.5,0,0,6,6,6,12.8333333333333,0,12.4,0.5,1.79,"Desertor"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Personal Administrativo","No","No","No","Sí","Masculino","No",19,"No",0,6,7,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Desertor"
"Soltero","Transferencia",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Frecuencia de Educación Superior","Personal Administrativo","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Masculino","No",27,"No",0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Masculino","Sí",21,"No",0,6,6,6,11.6666666666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,12.1666666666667,0,0,6,8,6,12.6666666666667,0,12.4,0.5,1.79,"Graduado"
"Soltero","Mayores de 23 años",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Personal Administrativo","No","No","No","Sí","Femenimo","No",24,"No",0,6,12,2,11.6666666666667,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,"Desertor"
"Soltero","2da fase - contingente general",2,"Gestión","Sí","Educación secundaria","Portugués","Educación Superior - Licenciatura","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","Sí","No","No","Sí","Femenimo","No",19,"No",0,5,10,3,11,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,"Matriculado"
"Soltero","1ra fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","2da fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Masculino","No",18,"No",0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,"Desertor"
"Soltero","2da fase - contingente general",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",19,"No",0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,"Graduado"
"Soltero","2da fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","Sí",20,"No",0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,"Matriculado"
