"Country","Year","Status","Life_expectancy","Adult_mortality","Infant_deaths","Alcohol_consumption","Percentage_expenditure","Hepatitis_B","Measles","BMI","Under_five_deaths","Polio","Total_expenditure","Diphtheria","Incidents_HIV","GDP_per_capita","Population","Thinness_ten_nineteen_years","Thinness_five_nine_years","Income_composition","Schooling"
"Mali",2009,"Developing",55.7,261,58,0.93,82.791631,70,3111,3.7,95,77,6.76,72,1.7,724.150001,1450014.63,8.8,8.8,0.38,7
"Mali",2010,"Developing",56.8,262,53,0.68,9.243378,72,1557,1.5,99,78,6.51,72,1.5,78.670418,161875.93,9.2,8.9,0.392,7.3
"Mali",2011,"Developing",57.2,274,59,0.82,91.540211,68,25,20.2,93,71,6.67,66,1.6,728.419702,1598421.47,8.3,8.2,0.411,8
"Mali",2012,"Developing",57.7,31,50,0.12,99.122992,66,353,22.4,81,71,6.5,67,1.4,725.467548,17099.31,8.3,8.3,0.425,7.6
"Mali",2013,"Developing",58,266,50,0.2,36.578585,74,237,21.3,84,6,6.47,69,1.9,758.63499,16136472.73,8.1,8,0.412,8.2
"Mali",2014,"Developing",59,267,57,0.01,52.003986,74,296,21.2,89,74,6.85,72,1.5,792.584412,16438783,8,7.7,0.422,8.4
"Mali",2015,"Developing",58.1,277,55,NA,0,65,219,24.7,84,66,NA,65,1.4,740.750281,1751970.52,7.6,7.6,0.43,8.4
"Marshall Islands",2013,"Developing",NA,NA,0,0.01,848.852049,7,0,80.9,0,80,17.16,80,0.1,3618.505354,NA,0.4,0.1,NA,0
"Mauritania",2000,"Developing",59.5,29,7,0.01,8.756883,NA,0,20.9,11,57,5.24,51,1.1,444.338586,272736.11,1.5,1.5,0.423,6.4
"Mauritania",2001,"Developing",61.4,229,7,0.01,27.826718,NA,1307,20.6,12,76,4.42,77,1.3,454.631029,260373.06,1.8,1.6,0.441,6.5
"Mauritania",2002,"Developing",61.5,228,7,0.1,3.850575,NA,900,22.9,12,91,5.38,90,1.2,47.640572,2930777.44,1.5,1.1,0.44,6.3
"Mauritania",2003,"Developing",62.6,218,8,0.41,31.654491,NA,3623,21.8,11,73,4.41,77,1.4,527.12003,2836152.36,1.3,1,0.459,6.4
"Mauritania",2004,"Developing",64.6,212,8,0.01,5.222269,NA,5435,20.3,12,66,4.8,7,1.2,64.003761,323074.59,0.7,9.6,0.459,6.4
"Mauritania",2005,"Developing",65.9,225,7,0.01,56.909413,42,125,23.6,12,73,4.28,70,1.4,681.806343,32279.64,10.1,10.1,0.453,7.6
"Mauritania",2006,"Developing",68.6,212,8,0.06,55.393978,67,23,23.6,11,69,3.24,67,1.4,992.944696,343082.64,9.7,9.3,0.463,7.3
"Mauritania",2007,"Developing",61.2,225,8,0.01,7.539459,72,11,24.3,13,74,3.8,75,1.4,103.762777,3402833.12,9.5,9.4,0.49,7.6
"Mauritania",2008,"Developing",62.2,217,7,0.34,60.385801,74,4,27.5,12,72,3.08,75,1.4,1263.164982,333430.31,9.3,9.1,0.454,7.4
"Mauritania",2009,"Developing",61.3,198,8,0.01,11.804172,63,300,27.1,12,61,3.77,62,1.1,156.488443,387142.07,8.8,8.5,0.452,7.1
"Mauritania",2010,"Developing",61.5,210,8,0.01,8.810461,65,1264,27.2,12,50,3.39,63,1.2,123.004493,383298.29,8.7,8.5,0.486,7.4
"Mauritania",2011,"Developing",62.2,208,8,0.17,72.78803,75,221,27.1,12,71,2.76,72,1.2,1352.344934,3470267.1,8.6,7.9,0.485,7.9
"Mauritania",2012,"Developing",62.6,35,8,0.01,63.452125,7,37,28.3,12,8,3.28,8,1.2,1304.958823,374168.69,8.2,8,0.501,7.9
"Mauritania",2013,"Developing",63,33,9,0.01,9.145424,7,57,29.1,12,7,3.51,7,1.2,148.367476,396991.44,7.7,8.2,0.506,8.1
"Mauritania",2014,"Developing",63.3,24,8,0.24,74.917509,83,14,4.3,12,85,3.68,82,0.9,1280.018109,46594.25,8.1,8,0.509,8.7
"Mauritania",2015,"Developing",63.2,12,8,NA,0,73,1,4.2,12,67,NA,73,0.8,1190.979593,4079502.1,7.5,7.2,0.505,8.6
"Mauritius",2000,"Developing",71.2,181,0,4.66,299.353992,85,0,24.8,0,88,3.95,89,0.1,3851.623725,1121450.42,8.3,8.4,0.67,12.2
"Mauritius",2001,"Developing",71.7,181,0,4.17,72.68204,92,0,26.1,0,94,4.04,92,0.1,3999.955688,1230512.21,7.9,7.8,0.675,12.3
"Mauritius",2002,"Developing",71.1,189,0,4.16,390.612656,88,0,26.6,0,89,4.33,88,0.1,3691.271622,127447.04,7.9,7.9,0.677,12.2
"Mauritius",2003,"Developing",71.4,167,0,4.1,415.870914,98,798,27.8,0,99,4.25,98,0.1,4854.943373,114297.02,8,8.1,0.719,12.9
"Mauritius",2004,"Developing",71.9,169,0,3.78,501.523884,98,28,25.3,0,99,4.17,97,0.1,5253.492517,11673.33,8.3,7.3,0.681,12.4
"Mauritius",2005,"Developing",71.6,162,0,3.78,499.366277,98,7,28.1,0,97,4.42,96,0.1,4900.757484,1213382.73,7.3,7.7,0.674,13.2
"Mauritius",2006,"Developing",72.1,164,0,3.85,523.866383,95,3,27.8,0,99,4.29,98,0.1,5881.980291,1256192.57,7.7,7.7,0.717,13.2
"Mauritius",2007,"Developing",74,150,0,3.39,527.318908,96,13,27.8,0,97,4.37,95,0.1,6609.761448,132356.26,7.4,7.5,0.721,13.7
"Mauritius",2008,"Developing",72,168,0,2.16,7.187154,98,12,30.7,0,97,4.5,99,0.1,80.99238,1257552.91,7.5,6.9,0.722,13.6
"Mauritius",2009,"Developing",73.3,165,0,3.41,662.211133,99,15,2.6,0,99,4.92,98,0.1,6655.039745,1238716.38,7.1,7.6,0.743,13.7
"Mauritius",2010,"Developing",72.4,179,0,2.99,0.109884,99,13,2.5,0,98,5.28,97,0.2,8.850112,1215.25,7.4,7.1,0.753,13.7
"Mauritius",2011,"Developing",73,149,0,2.4,921.839375,99,2,30.4,0,97,5.17,96,0.1,9636.306892,126599.66,7.1,7,0.741,13.9
"Mauritius",2012,"Developing",73.7,152,0,0.42,890.287108,96,0,32,0,99,4.61,98,0.1,9034.740174,1332249.93,7.3,7,0.775,14.2
"Mauritius",2013,"Developing",74.9,146,0,0.29,818.330225,96,0,30.1,0,99,4.91,98,0.1,9408.784282,1236876.55,7,7.1,0.762,14.6
"Mauritius",2014,"Developing",74.4,155,0,0.01,109.654043,99,0,33.3,0,98,4.37,96,0.1,1108.154202,133846.17,7.2,6.8,0.771,14.9
"Mauritius",2015,"Developing",73.7,150,0,NA,0,97,0,33.7,0,97,NA,96,0.1,9812.457952,118535.02,6.8,6.9,0.755,15.2
"Micronesia (Federated States of)",2000,"Developing",67.5,196,0,1.79,0,87,0,60.7,0,82,8.06,85,0.1,NA,NA,0.4,0.1,0,0
"Micronesia (Federated States of)",2001,"Developing",67.7,187,0,2.7,0,82,0,63.4,0,79,8.68,78,0.1,NA,NA,0.3,0.1,0.603,10
"Micronesia (Federated States of)",2002,"Developing",66.2,22,0,3.12,0,85,0,63,0,86,8.09,84,0.1,NA,NA,0.3,0.4,0.618,10.2
"Micronesia (Federated States of)",2003,"Developing",67.4,21,0,2.98,0,90,0,62.1,0,87,9.78,94,0.1,NA,NA,0.1,0.1,0.615,10.2
"Micronesia (Federated States of)",2004,"Developing",67.6,178,0,1.97,0,9,0,62.1,0,81,1.63,78,0.1,NA,NA,0.1,0.1,0.611,10.5
"Micronesia (Federated States of)",2005,"Developing",67.4,170,0,1.78,0,92,0,61.9,0,95,12.13,94,0.1,NA,NA,0.6,0.1,0.623,10.7
"Micronesia (Federated States of)",2006,"Developing",67.9,181,0,1.87,0,83,0,64.8,0,80,11.82,69,0.1,NA,NA,0.4,0.2,0.615,11
"Micronesia (Federated States of)",2007,"Developing",68.1,166,0,1.89,0,8,0,65.2,0,78,11.89,79,0.1,NA,NA,0.2,0.1,0.617,10.9
"Micronesia (Federated States of)",2008,"Developing",68.4,184,0,1.78,0,88,0,66,0,88,12.87,83,0.1,NA,NA,0.5,0.2,0.616,11
"Micronesia (Federated States of)",2009,"Developing",68.4,164,0,2.31,0,87,0,67.1,0,79,13.39,93,0.1,NA,NA,0.1,0.4,0.621,11.6
"Micronesia (Federated States of)",2010,"Developing",69.8,178,0,2.16,0,88,0,64.9,0,84,13.77,85,0.1,NA,NA,0.1,0.5,0.634,11.2
"Micronesia (Federated States of)",2011,"Developing",68.7,165,0,1.95,0,83,0,66.9,0,85,13.77,85,0.1,NA,NA,0.1,0.1,0.659,11.5
"Micronesia (Federated States of)",2012,"Developing",69,182,0,3.05,0,86,0,67,0,81,12.85,83,0.1,NA,NA,0.4,0.1,0.627,11.4
"Micronesia (Federated States of)",2013,"Developing",69,169,0,1.71,0,81,0,66.8,0,83,13.52,81,0.1,NA,NA,0.1,0.4,0.617,11.5
"Micronesia (Federated States of)",2014,"Developing",69.5,163,0,1.78,0,81,137,68,0,77,13.69,77,0.1,NA,NA,0.3,0.1,0.659,11.8
"Micronesia (Federated States of)",2015,"Developing",69.2,165,0,NA,0,78,0,70.1,0,70,NA,71,0.1,NA,NA,0.1,0.2,0.63,11.7
"Monaco",2013,"Developing",NA,NA,0,0.01,0,99,0,NA,0,98,4.31,99,0.1,NA,NA,NA,NA,NA,NA
"Mongolia",2000,"Developing",62.7,278,2,3.38,58.021046,92,903,38.9,3,94,4.99,94,0.1,472.251798,2514639.64,2.6,2.7,0.563,9.1
"Mongolia",2001,"Developing",63.2,274,2,2.96,67.313563,95,10337,39.3,3,93,5.28,97,0.1,494.235803,2297696.8,3,2.3,0.599,9.2
"Mongolia",2002,"Developing",64,255,2,2.3,54.151281,98,1183,40.3,2,98,5.92,99,0.1,595.082941,2471488.47,2,2.4,0.603,10.1
"Mongolia",2003,"Developing",63.6,276,2,1.13,52.820733,99,17,5.7,2,99,6.12,97,0.1,665.69477,2633879.29,2.6,2.6,0.612,10.6
"Mongolia",2004,"Developing",63.8,292,2,1.7,69.3343,98,0,41.4,2,99,6.11,99,0.1,722.809345,2270344.83,2.3,2.3,0.62,10.9
"Mongolia",2005,"Developing",64.5,270,2,2.8,94.058975,98,0,43.2,2,96,5.84,97,0.1,1017.81261,2443224.85,2.4,2.2,0.633,11.8
"Mongolia",2006,"Developing",65.7,261,2,2.97,123.880039,99,28,42.9,2,99,4.63,99,0.1,1358.87739,236697.32,2.2,2.9,0.652,12.6
"Mongolia",2007,"Developing",65.7,23,2,3.74,128.806993,98,12,44.7,2,99,5.48,97,0.1,1600.865378,244395.45,2.1,2.5,0.661,13.2
"Mongolia",2008,"Developing",67.3,220,2,4.27,190.481071,96,31,43.3,2,96,5.66,96,0.1,2270.217095,2492111.68,2.1,1.8,0.675,13.6
"Mongolia",2009,"Developing",66.8,237,1,4.91,130.725813,97,8,48.3,2,97,5.18,95,0.1,1656.405039,2514384.3,2.1,2.1,0.684,13.8
"Mongolia",2010,"Developing",66.4,30,1,5.88,24.569745,94,7,46.2,2,96,4.67,97,0.1,281.354514,289268.79,2.7,2.5,0.711,14.3
"Mongolia",2011,"Developing",67.9,236,1,0.2,241.169381,99,0,47.5,2,98,4.47,99,0.1,3771.720423,2819035.36,1.9,2.4,0.716,14.5
"Mongolia",2012,"Developing",68,229,1,0.31,261.324491,99,0,48.5,2,97,4.27,98,0.1,4629.146839,2617894.49,2.5,2,0.702,14.7
"Mongolia",2013,"Developing",68.7,229,1,0.09,259.892525,98,0,4.6,1,97,4.2,97,0.1,4848.244307,306040.55,1.9,2.3,0.716,14.9
"Mongolia",2014,"Developing",69.6,227,1,0.16,265.880512,99,0,52.6,1,97,4.6,99,0.1,4092.605511,2871721.45,2.4,2.7,0.704,14.9
"Mongolia",2015,"Developing",68.9,222,1,NA,0,99,20730,53,1,97,NA,99,0.1,3909.768851,3086387.72,2.2,2.5,0.729,14.8
"Montenegro",2000,"Developing",73.4,155,0,0.01,293.1429,NA,0,52.5,0,NA,7.35,NA,0.1,1566.445918,6751.63,2.7,2.3,0.014,0.1
"Montenegro",2001,"Developing",73.7,128,0,0.07,32.507185,NA,0,55.2,0,NA,7.83,NA,0.1,184.981663,65921.53,2.3,2.4,0.011,0
"Montenegro",2002,"Developing",73.5,135,0,0.05,33.71517,NA,0,53.4,0,NA,8.24,NA,0.1,204.511487,67328.32,3.1,2.2,0,0.1
"Montenegro",2003,"Developing",73.7,137,0,0.01,485.393314,NA,0,54.7,0,NA,8.77,NA,0.1,2647.619207,682146.58,2.4,2.4,0,0.4
"Montenegro",2004,"Developing",74,124,0,0.01,55.366787,NA,0,55.3,0,NA,8.59,NA,0.1,364.307344,634099.05,2.6,2.4,0.736,12.9
"Montenegro",2005,"Developing",73.2,138,0,NA,511.540272,NA,0,54.3,0,NA,8.41,NA,0.1,3605.698774,630665.59,2,2.2,0.76,12.7
"Montenegro",2006,"Developing",74.3,8,0,5.63,584.960612,9,0,57.2,0,7,8.28,10,0.1,4471.477953,59635.71,2.1,2.4,0.741,13
"Montenegro",2007,"Developing",74.6,126,0,5.25,682.491793,7,0,55.1,0,92,6.99,92,0.1,5855.28562,602033.62,1.8,2.3,0.762,13.4
"Montenegro",2008,"Developing",75.2,130,0,6.13,724.362943,92,0,57.2,0,94,6.11,93,0.1,7592.922526,637413.88,1.9,2.3,0.776,13.9
"Montenegro",2009,"Developing",75.2,116,0,6.53,473.232831,89,0,58.1,0,89,6.8,92,0.1,6638.44038,637098.64,2.2,2,0.79,14.7
"Montenegro",2010,"Developing",75.8,120,0,6.61,636.310354,10,5,57.8,0,92,6.92,93,0.1,7260.854691,637368.58,1.7,1.8,0.794,15.4
"Montenegro",2011,"Developing",75.5,116,0,6.68,637.352666,90,5,60.6,0,94,6.89,96,0.1,7555.805076,6852.84,1.7,1.9,0.791,15.2
"Montenegro",2012,"Developing",75.5,1,0,0.01,655.512503,7,0,4.8,0,94,7.25,94,0.1,6678.681689,6700.23,1.9,1.7,0.819,15
"Montenegro",2013,"Developing",76.4,17,0,0.22,731.776498,8,0,8,0,95,6.27,94,0.1,7451.589001,62033.51,2,1.9,0.792,15
"Montenegro",2014,"Developing",75.7,14,0,0.01,684.884456,88,0,62.4,0,91,6.47,94,0.1,7529.930175,59653.73,1.8,2.1,0.815,15.2
"Montenegro",2015,"Developing",76.8,19,0,NA,0,81,0,60.4,0,91,NA,89,0.1,6301.699986,609867.75,1.9,1.9,0.792,14.9
"Morocco",2000,"Developing",68.4,16,28,0.2,60.322679,45,7521,44.5,30,95,3.9,93,0.1,1316.099349,28186817.07,7.2,6.8,0.508,8.1
"Morocco",2001,"Developing",69.2,147,28,0.4,71.185012,85,2909,44.5,31,92,4.47,96,0.1,1516.544774,30122527.38,7.1,6.3,0.513,8.4
"Morocco",2002,"Developing",69.4,20,27,0.47,66.575911,91,6376,45.7,30,94,5.37,94,0.1,1532.32529,28138534.59,6.7,6.2,0.557,8.9
"Morocco",2003,"Developing",69.3,154,25,1.12,87.716222,11,10784,48.2,27,92,5.14,89,0.1,1652.153989,31969209.51,6.3,6.1,0.529,9.3
"Morocco",2004,"Developing",72.8,141,22,0.57,105.076466,95,7210,49.6,25,98,5.24,97,0.1,1909.804634,3010761.03,6.9,6.3,0.555,9.7
"Morocco",2005,"Developing",76.6,130,20,0.35,9.203471,97,0,48.8,27,98,5.63,97,0.1,216.371173,37519.66,6.7,6.7,0.576,9.5
"Morocco",2006,"Developing",71,139,23,0.51,132.922729,93,1230,49.5,26,96,5.01,96,0.1,2243.577797,3650402.41,6.7,6.7,0.578,10
"Morocco",2007,"Developing",72.1,122,22,1.11,156.621323,94,2191,5.9,25,93,5.25,97,0.1,2506.138837,34011965.13,6.6,6,0.604,10
"Morocco",2008,"Developing",71,122,22,0.55,167.903234,95,1428,53.2,24,99,5.18,97,0.1,2512.834641,31767889.63,6.4,6.5,0.591,10.5
"Morocco",2009,"Developing",73.6,114,20,0.66,190.983234,96,798,53.2,22,99,5.78,98,0.1,2988.534469,31548919.16,6.1,6.2,0.607,10.4
"Morocco",2010,"Developing",72.8,13,19,0.3,199.647066,99,645,53.2,24,99,5.77,97,0.1,2993.485835,3447601.01,6.2,6.1,0.603,10.8
"Morocco",2011,"Developing",74.1,14,20,0.36,21.10316,98,995,55.4,22,98,6.24,99,0.1,330.648972,33175730.96,6.6,6.1,0.604,11.4
"Morocco",2012,"Developing",73.7,102,21,0.62,20.80363,97,721,56.7,21,99,6.14,99,0.1,277.511634,35427036.94,6.6,6.5,0.613,11.5
"Morocco",2013,"Developing",74,95,18,0.25,191.523678,98,97,57.5,21,98,5.93,99,0.1,3313.970542,33742551.85,6.7,5.7,0.662,12.2
"Morocco",2014,"Developing",74.4,101,17,0.34,183.325494,98,10,58.3,21,99,5.97,99,0.1,2993.542145,3162657.38,6.6,6.6,0.639,12
"Morocco",2015,"Developing",74,104,18,NA,0,98,17,59.2,20,97,NA,99,0.1,2513.593987,3767256.31,6.3,6.2,0.667,12.1
"Myanmar",2000,"Developing",61.4,252,68,0.31,2.415021,NA,869,15.2,109,89,1.67,83,0.4,197.726762,4342728.65,13.6,13.8,0.414,7.3
"Myanmar",2001,"Developing",61.6,241,70,0.63,1.960433,NA,2615,14.6,99,78,1.83,72,0.4,141.07336,44396928.91,13.5,13.7,0.433,7.6
"Myanmar",2002,"Developing",63.8,233,70,0.77,3.344889,NA,761,14.1,91,84,2.45,79,0.4,143.596128,491421.42,13.2,13.5,0.412,7.6
"Myanmar",2003,"Developing",64.2,218,73,0.46,3.479316,7,888,15.8,96,86,2.01,79,0.5,199.355422,50604748.47,12.9,13.5,0.454,7.7
"Myanmar",2004,"Developing",64.4,226,69,0.26,4.697994,37,1387,13.2,86,92,1.96,83,0.5,214.729529,483721.49,13.6,14,0.455,7.8
"Myanmar",2005,"Developing",64.1,231,65,0.29,2.66011,64,330,17.1,86,86,2.03,72,0.5,254.760231,47455378.42,13.3,13.7,0.47,7.8
"Myanmar",2006,"Developing",64.7,14,62,0.3,4.831283,76,763,15.8,85,82,1.66,81,0.6,306.236511,48366711.62,12.9,13.5,0.469,8
"Myanmar",2007,"Developing",64.2,215,62,0.23,0.571087,85,1127,18.3,76,85,1.53,87,0.6,42.654728,51098968.71,13.4,13.3,0.495,8.3
"Myanmar",2008,"Developing",59.7,293,59,0.57,9.167901,85,334,18.5,97,84,1.99,82,0.6,659.371598,49531852.59,12.9,12.9,0.492,8.4
"Myanmar",2009,"Developing",65.4,208,51,0.64,10.636956,89,308,18.2,70,10,2.59,10,0.6,676.412245,49211.12,12.7,13.2,0.496,8.3
"Myanmar",2010,"Developing",65.5,26,50,0.58,17.592736,91,209,19.9,68,9,1.72,8,0.5,958.76833,5390036.21,13.3,13.3,0.507,8.9
"Myanmar",2011,"Developing",65.2,36,46,0.45,23.070887,3,2046,3.3,63,10,1.89,83,0.5,1091.097908,553259.28,13.3,13.4,0.525,9
"Myanmar",2012,"Developing",66,23,47,0.66,38.613687,57,1779,20,60,86,2.25,85,0.5,1284.408527,5855688.39,12.9,13.6,0.522,9.3
"Myanmar",2013,"Developing",65.4,21,37,1.12,38.884391,75,1144,22.6,58,76,2.2,74,0.4,1253.048253,50881202.77,12.9,13.3,0.538,9.2
"Myanmar",2014,"Developing",66.8,13,42,0.01,45.884459,87,105,21.7,56,87,2.16,87,0.3,1267.306263,48205819.65,13,13,0.547,9.1
"Myanmar",2015,"Developing",67.1,186,40,NA,0,90,6,25.7,48,89,NA,86,0.3,1043.960093,5112385.34,12.7,12.8,0.522,9.3
"Nauru",2013,"Developing",NA,NA,0,0.01,16.420482,86,0,87.3,0,86,4.53,85,0.1,131.228322,NA,0.1,0.1,NA,9.7
"Nepal",2000,"Developing",62,248,45,0.01,18.712898,NA,9213,10.1,60,74,5.3,73,0.1,246.397997,2410346.84,18.3,19.3,0.427,8.7
"Nepal",2001,"Developing",63.3,30,44,0.09,22.591627,NA,11275,13,59,73,5.36,73,0.1,251.151971,22016310.98,17.9,19.4,0.449,8.9
"Nepal",2002,"Developing",62.4,232,38,0.01,23.684838,NA,6463,12.8,56,73,5.61,72,0.1,228.845203,22496811.19,18.5,18.7,0.445,8.5
"Nepal",2003,"Developing",63.8,24,40,0.2,2.965511,1,13423,13.2,50,79,5.56,77,0.1,229.828262,2399397.65,18.3,18.4,0.435,9.3
"Nepal",2004,"Developing",65.4,213,35,0.07,32.403282,28,12493,13.6,44,9,5.93,7,0.2,287.794289,2701459.8,18,18.1,0.435,9.5
"Nepal",2005,"Developing",65,32,38,0.01,3.836844,40,5323,11.9,45,78,5.84,75,0.2,334.90992,2497672.53,17.7,18,0.47,9.3
"Nepal",2006,"Developing",65.7,19,28,0.35,44.748379,69,2790,14.3,40,92,5.96,89,0.2,350.655622,2751131.6,17.2,18,0.476,9.2
"Nepal",2007,"Developing",67.5,188,27,0.08,50.808089,84,1339,13.4,37,81,5.78,81,0.2,404.447383,26289281.11,17.3,17.6,0.503,9.9
"Nepal",2008,"Developing",66.9,194,28,0.3,67.781067,82,2271,13.5,36,81,6.61,82,0.2,464.630848,27683211.41,17.4,17.7,0.494,10.2
"Nepal",2009,"Developing",67.6,186,21,0.22,5.772564,89,177,15.4,30,94,6.4,87,0.2,47.488201,2731479.22,17.3,17.6,0.504,10.8
"Nepal",2010,"Developing",67.8,181,23,0.22,88.198477,82,203,17.4,30,85,6.34,81,0.2,615.078674,2681859,16.4,17.5,0.496,11.1
"Nepal",2011,"Developing",67.7,169,23,0.01,99.793592,89,2376,17.1,25,91,6.58,92,0.2,707.097513,26809749.68,16.2,16.8,0.54,11.9
"Nepal",2012,"Developing",68.7,164,20,0.69,81.757993,9,3385,17.8,25,9,5.85,8,0.2,702.277469,28940421.46,16.6,16.9,0.539,12.3
"Nepal",2013,"Developing",68.8,157,20,0.45,79.590683,91,1952,18.6,24,92,5.77,92,0.1,754.761988,3005722.74,16,16.1,0.547,12.2
"Nepal",2014,"Developing",68.7,154,18,0.01,7.960375,93,1370,18.5,22,91,5.86,93,0.1,82.518131,30794898.68,16.4,16.1,0.542,12.2
"Nepal",2015,"Developing",69.7,162,18,NA,0,91,1542,17.8,21,8,NA,90,0.1,789.453864,28551874.98,15.4,16.1,0.554,12.1
"Netherlands",2000,"Developed",79.2,92,1,10.18,2896.346716,NA,1056,51.3,1,98,7.54,98,0.1,26953.444398,16954827.53,1.2,1.4,0.896,16.4
"Netherlands",2001,"Developed",78.4,86,1,10.1,2824.957505,NA,0,53.1,1,96,7.71,96,0.1,25099.519156,157470.66,0.9,0.8,0.877,17
"Netherlands",2002,"Developed",78.7,81,1,9.37,3426.255367,NA,3,53.5,1,96,8.25,96,0.1,28567.389921,16254175.25,0.6,0.9,0.885,17.2
"Netherlands",2003,"Developed",79.7,1,1,9.69,4275.982411,NA,4,53.9,1,98,8.34,99,0.1,34310.11542,1614058.29,0.9,0.9,0.875,16.2
"Netherlands",2004,"Developed",79.1,77,1,9.77,4987.137362,NA,11,54.5,1,98,8.51,97,0.1,41173.226465,16321516.69,0.8,0.8,0.877,16.6
"Netherlands",2005,"Developed",79.2,72,1,9.92,7200.031696,NA,4,56.6,1,95,9.71,95,0.1,42986.485606,16946390.58,0.9,1.2,0.893,16.3
"Netherlands",2006,"Developed",80.7,68,1,9.94,8437.920534,NA,1,57.8,1,98,9.32,95,0.1,40577.140427,1505622.59,1.2,1.2,0.904,16.3
"Netherlands",2007,"Developed",81.8,70,1,9.68,9786.983117,NA,10,56.8,1,96,9.43,96,0.1,45850.110238,16546053.24,0.9,1.5,0.891,16.7
"Netherlands",2008,"Developed",83.2,59,1,9.45,10747.430562,NA,114,55.5,1,97,9.69,96,0.1,57620.173555,15367082.87,1.1,0.5,0.92,17
"Netherlands",2009,"Developed",85.9,70,1,9.23,89.750658,NA,16,58.4,1,97,1.27,98,0.1,491.062584,1577943.54,0.9,0.9,0.899,16.6
"Netherlands",2010,"Developed",88.9,71,1,9.39,1142.53123,NA,15,59.3,1,99,1.5,99,0.1,5430.221578,17220427.87,1.3,1,0.911,16.6
"Netherlands",2011,"Developed",81,58,1,9.06,1084.067054,3,52,59.4,1,97,1.6,96,0.1,5586.721058,1719714.67,0.9,1.1,0.881,17.1
"Netherlands",2012,"Developed",81.8,57,1,8.66,1172.609619,3,11,8.4,1,97,10.9,98,0.1,53326.317831,14737841.96,0.6,0.9,0.939,18.2
"Netherlands",2013,"Developed",81.1,6,1,8.39,1541.746864,51,2417,60.1,1,96,11.52,97,0.1,47072.89028,1890405.53,1.1,0.9,0.922,18.1
"Netherlands",2014,"Developed",81.5,56,1,0.01,1520.276717,93,144,59.8,1,97,1.64,94,0.1,54232.87697,169048.52,1.2,1.5,0.918,18
"Netherlands",2015,"Developed",82.2,63,1,NA,0,92,7,62.3,1,95,NA,95,0.1,41495.598278,17783361.93,0.8,1,0.906,18.2
"New Zealand",2000,"Developed",78.8,87,0,8.97,2110.54876,10,71,59.2,0,81,7.43,9,0.1,13807.878568,NA,0.4,0.3,0.866,17.1
"New Zealand",2001,"Developed",78,81,0,8.81,2391.905889,8,63,57.8,0,84,7.41,7,0.1,14828.327299,NA,0.1,0.1,0.873,17.4
"New Zealand",2002,"Developed",77.9,86,0,8.93,2752.784043,90,21,6.3,0,83,7.89,11,0.1,15625.595451,NA,0.1,0.2,0.892,17.4
"New Zealand",2003,"Developed",79.3,84,0,9.09,3840.558347,90,70,6.7,0,84,7.59,9,0.1,22669.560191,NA,0.3,0.2,0.873,18.1
"New Zealand",2004,"Developed",79.1,84,0,9.2,451.603318,89,34,61,0,88,7.94,92,0.1,2520.755367,NA,0.8,0.6,0.872,18.5
"New Zealand",2005,"Developed",80.9,78,0,9.41,521.625667,87,20,61.3,0,88,8.19,89,0.1,3081.868863,NA,0.1,0.1,0.882,18.9
"New Zealand",2006,"Developed",79.3,79,0,8.98,470.652706,86,20,61.9,0,88,8.62,89,0.1,2731.88454,NA,0.3,0.5,0.907,18.8
"New Zealand",2007,"Developed",81.1,75,0,9.37,630.596623,89,25,61.8,0,90,8.75,86,0.1,3411.930383,NA,0.3,0.1,0.889,19.1
"New Zealand",2008,"Developed",80.1,74,0,9.36,6863.617081,10,0,63.3,0,91,1.67,89,0.1,32351.977353,NA,0.4,0.5,0.898,19.3
"New Zealand",2009,"Developed",85.5,78,0,9.28,61.924724,94,194,63.5,0,93,11.14,92,0.1,274.71429,NA,0.4,0.1,0.898,19.4
"New Zealand",2010,"Developed",89,69,0,9.12,7227.078565,8,46,65.2,0,92,11.15,91,0.1,31509.489163,NA,0.6,0.6,0.889,20.4
"New Zealand",2011,"Developed",85.6,72,0,9.68,7511.371108,94,562,64.9,0,94,11.22,93,0.1,38136.976384,NA,0.6,0.1,0.916,19.5
"New Zealand",2012,"Developed",81,6,0,9.19,924.999735,93,61,65.3,0,94,11.32,95,0.1,4180.408369,NA,0.4,0.1,0.929,19.5
"New Zealand",2013,"Developed",81,78,0,8.89,9181.314348,95,8,65.7,0,92,10.91,93,0.1,40034.707302,NA,0.3,0.1,0.91,19.3
"New Zealand",2014,"Developed",82.4,64,0,9.37,1124.004863,93,295,64.8,0,91,11.48,94,0.1,4445.471883,NA,0.4,0.6,0.909,19.5
"New Zealand",2015,"Developed",81.3,65,0,8.88,0,92,10,68.1,0,91,NA,92,0.1,4046.571186,NA,0.1,0.4,0.914,19.3
"Nicaragua",2000,"Developing",72.6,183,4,3.26,14.999424,83,0,42.5,5,84,5.62,83,0.4,110.111143,513997.89,1.9,2,0.55,10.1
"Nicaragua",2001,"Developing",72.8,181,4,3.38,23.42609,85,0,42.1,5,90,5.29,87,0.4,157.572331,5193.06,2.3,2.6,0.562,10.1
"Nicaragua",2002,"Developing",75.5,196,4,3.48,2.146367,85,0,44.2,5,84,5.64,86,0.4,10.789507,5017028.54,2,1.9,0.586,10.9
